turn,agent_id,age,energy,wealth,knowledge,stress,resilience,num_connections,avg_social_capital,posterity_points,last_action,crisis_state
157,5,157,10,564.0,164,9,3.34,5,8.63,59.5,rest,HighStress
157,7,157,50,410.9,93,0.5,4.02,4,7.42,43.5,attempt_knowledge_share,None
157,15,157,19,483.0,162,3.5,3.1,6,9.5,48.7,seek_help,None
157,0,157,27,330.2,95,0.4776220514427166,5.58,3,7.0,48.7,work_alone,None
157,14,157,40,249.4,68,2,4.34,4,7.63,9.0,rest,None
157,1,157,40,356.0,46,0,3.34,4,5.65,33.1,rest,None
157,10,157,25,297.2,74,0.3511012744741149,4.5,5,7.16,40.7,work_alone,None
157,4,157,42,530.8,141,0,4.1,6,9.39,48.7,rest,None
157,11,157,22,560.0,169,7.173508851945046,5.94,5,9.8,84.7,seek_help,None
158,7,158,35,421.9,97,0.5,4.02,4,7.62,45.2,attempt_knowledge_share,None
158,9,158,29,430.0,84,0,4.66,4,7.76,44.7,strengthen_ties,None
158,12,158,36,428.0,92,0,6.04,6,7.57,60.8,rest,None
158,5,158,23,564.0,164,9,3.34,5,8.63,59.5,rest,HighStress
158,11,158,32,560.0,169,5.173508851945046,6.08,5,9.8,84.8,rest,HighStress_Moderate
158,15,158,31,483.0,163,4.0,3.3,6,9.67,48.8,rest,LowEnergy
158,18,158,21,671.0,193,-0.5,4.92,8,8.89,84.7,attempt_collaboration,None
158,3,158,11,249.0,42,10,3.44,1,10.0,13.6,rest,HighStress
158,10,158,40,297.2,74,0,4.5,5,7.22,40.7,rest,None
158,0,158,41,330.2,95,0,5.58,3,7.0,48.7,rest,None
158,1,158,32,360.0,46,0.24543281868757416,3.34,4,5.65,33.1,work_alone,None
158,6,158,42,439.5,89,0,5.66,5,8.4,48.2,rest,None
158,17,158,23,344.8,92,2,3.92,6,8.51,46.1,attempt_collaboration,None
158,8,158,30,432.0,144,3.262141376884498,5.18,7,7.99,53.9,strengthen_ties,None
158,19,158,26,369.0,83,0.5,3.24,5,9.46,31.8,strengthen_ties,None
158,2,158,39,403.0,128,0,3.28,5,8.88,53.1,attempt_knowledge_share,None
158,14,158,25,249.4,68,2.5,4.34,4,7.51,9.0,attempt_collaboration,None
158,16,158,19,393.5,111,4.977368010649302,5.9,5,8.09,68.0,seek_help,None
158,13,158,56,418.40000000000003,141,0.5,4.64,5,8.45,34.0,attempt_collaboration,None
158,4,158,37,530.8,141,0,4.1,6,9.39,48.7,strengthen_ties,None
159,12,159,29,431.0,92,0.2752959945251957,6.04,6,7.57,60.8,work_alone,None
159,16,159,37,393.5,111,4.977368010649302,6.1,5,8.19,68.1,rest,LowEnergy
159,5,159,18,564.0,164,10,3.34,5,8.43,59.5,seek_help,HighStress_Moderate
159,17,159,18,344.8,92,3,3.92,6,8.51,46.1,seek_help,None
159,14,159,20,249.4,68,4.5,4.34,4,7.26,9.0,seek_help,None
159,18,159,38,671.0,193,0,4.92,8,8.89,84.7,rest,None
159,8,159,25,432.0,144,3.262141376884498,5.18,7,8.12,53.9,strengthen_ties,None
159,9,159,24,430.0,84,2,4.66,4,7.54,44.7,seek_help,None
159,6,159,35,446.5,89,0.0517078579959504,5.66,5,8.4,48.2,work_alone,None
159,4,159,28,536.8,141,0.4780533197983527,4.1,6,9.39,48.7,work_alone,None
159,19,159,36,369.0,83,0,3.24,5,9.53,31.8,rest,None
159,11,159,16,560.0,169,5.673508851945046,6.08,5,9.7,84.8,attempt_collaboration,None
159,15,159,26,483.0,163,4.0,3.3,6,9.67,48.8,strengthen_ties,None
159,13,159,44,425.40000000000003,141,0.6746608077783454,4.64,5,8.45,34.0,work_alone,None
159,3,159,1,249.0,42,10,3.44,1,10.0,13.6,seek_help,HighStress
159,1,159,27,360.0,46,0.24543281868757416,3.34,4,5.79,33.1,strengthen_ties,None
159,2,159,17,424.0,134,0.36926282887904777,3.28,5,9.15,54.9,work_alone,None
159,0,159,31,330.2,95,0.5,5.58,3,6.83,48.7,attempt_knowledge_share,None
159,10,159,29,310.2,80,0,4.5,5,7.43,42.5,attempt_collaboration,None
159,7,159,25,425.9,97,0.6233449576267605,4.02,4,7.62,45.2,work_alone,None
160,2,160,12,424.0,134,4.369262828879048,3.28,5,8.95,54.9,seek_help,LowEnergy
160,0,160,20,343.2,99,0.5,5.58,3,6.83,49.9,attempt_collaboration,None
160,18,160,18,690.0,197,0,4.92,8,9.01,85.9,strengthen_ties,None
160,3,160,1,249.0,42,10,3.44,2,6.5,13.6,seek_help,HighStress
160,12,160,39,431.0,92,0,6.04,6,7.57,60.8,rest,None
160,8,160,20,432.0,144,5.2621413768844985,5.18,7,7.98,53.9,seek_help,None
160,14,160,32,249.4,68,2.5,4.34,4,7.26,9.0,rest,None
160,4,160,23,536.8,141,2.4780533197983527,4.1,6,9.22,48.7,seek_help,None
160,9,160,33,430.0,84,1,4.66,4,7.54,44.7,rest,None
160,15,160,21,483.0,163,6.0,3.3,6,9.5,48.8,seek_help,None
160,17,160,22,344.8,92,6,4.02,6,8.51,47.1,seek_help,LowEnergy
160,1,160,22,360.0,46,2.2454328186875743,3.34,4,5.54,33.1,seek_help,None
160,7,160,43,425.9,97,0,4.02,5,6.7,45.2,rest,None
160,6,160,20,465.5,93,0.0517078579959504,5.66,5,8.4,49.4,attempt_collaboration,None
160,11,160,11,560.0,169,9.673508851945046,6.08,5,9.5,84.8,seek_help,HighStress_Moderate
160,10,160,45,310.2,80,0,4.5,4,9.4,42.5,rest,None
160,5,160,27,564.0,164,10,3.34,5,8.43,59.5,rest,HighStress
160,13,160,44,438.40000000000003,145,0,4.64,5,8.45,35.2,rest,None
160,16,160,30,393.5,111,5.477368010649302,6.1,5,8.19,68.1,attempt_knowledge_share,None
160,19,160,45,369.0,83,0,3.24,5,9.53,31.8,rest,None
161,11,161,21,560.0,169,9.673508851945046,6.08,5,9.5,84.8,rest,HighStress
161,13,161,35,438.40000000000003,145,0,4.64,5,8.49,35.7,attempt_knowledge_share,None
161,19,161,28,392.0,85,0,3.24,5,9.77,32.4,attempt_collaboration,None
161,16,161,20,393.5,111,5.977368010649302,6.1,5,8.09,68.1,attempt_collaboration,None
161,7,161,32,425.9,97,0.5,4.02,5,6.6,45.2,attempt_knowledge_share,None
161,10,161,30,333.2,82,0,4.5,4,9.75,43.1,strengthen_ties,None
161,3,161,11,249.0,42,10,3.44,2,6.5,13.6,rest,HighStress
161,6,161,28,465.5,94,0,5.66,5,8.4,49.4,rest,None
161,0,161,28,343.2,99,0,5.58,3,6.83,49.9,rest,None
161,8,161,15,432.0,144,7.2621413768844985,5.18,7,7.83,53.9,seek_help,None
161,2,161,23,424.0,134,4.369262828879048,3.28,5,8.95,54.9,rest,LowEnergy
161,18,161,29,690.0,197,1,4.92,8,9.01,85.9,rest,LowEnergy
161,4,161,18,536.8,141,4.478053319798352,4.1,6,9.06,48.7,seek_help,None
161,1,161,40,360.0,46,0.24543281868757427,3.34,4,5.54,33.1,rest,None
161,9,161,43,430.0,84,0,4.66,4,7.54,44.7,rest,None
161,14,161,22,249.4,67,2.5,4.34,4,7.51,12.0,attempt_knowledge_share,None
161,15,161,32,483.0,163,3.0,3.3,6,9.5,48.8,rest,None
161,12,161,48,431.0,92,0,6.04,6,7.57,60.8,rest,None
161,17,161,17,344.8,98,7.5,4.02,6,8.51,47.1,seek_help,None
161,5,161,39,564.0,164,9,3.42,5,8.43,59.6,rest,HighStress
162,9,162,38,430.0,84,0,4.66,4,7.9,44.7,strengthen_ties,None
162,17,162,23,344.8,98,8.5,4.02,6,8.51,47.1,rest,HighStress
162,6,162,40,465.5,94,0,5.66,5,8.4,49.4,rest,None
162,0,162,42,343.2,99,0,5.58,3,6.83,49.9,rest,None
162,10,162,15,333.2,82,0.5,4.5,4,9.62,43.1,attempt_collaboration,None
162,16,162,15,393.5,111,7.977368010649302,6.1,5,7.89,68.1,seek_help,None
162,3,162,14,249.0,42,9,3.44,2,6.5,13.6,rest,HighStress
162,7,162,20,425.9,97,1.0,4.02,5,6.57,45.2,attempt_knowledge_share,None
162,5,162,22,564.0,164,9.5,3.42,5,8.33,59.6,attempt_collaboration,HighStress_Moderate
162,18,162,37,690.0,197,0,4.92,8,9.01,85.9,rest,None
162,1,162,33,368.0,46,0.4810333694457303,3.34,4,5.63,33.1,work_alone,None
162,14,162,36,249.4,67,1.5,4.34,4,7.51,12.0,rest,None
162,8,162,28,432.0,144,8.262141376884498,5.18,7,7.83,53.9,rest,HighStress
162,13,162,26,445.40000000000003,145,0.2791241488156613,4.64,5,8.49,35.7,work_alone,None
162,15,162,20,491.0,163,3.2090617471093745,3.3,6,9.5,48.8,work_alone,None
162,4,162,27,536.8,141,5.478053319798352,4.1,6,9.06,48.7,rest,LowEnergy
162,19,162,38,392.0,85,0,3.24,5,9.77,32.4,rest,None
162,2,162,40,424.0,134,3.369262828879048,3.28,5,8.95,54.9,rest,None
162,12,162,43,431.0,92,0,6.04,6,7.66,60.8,strengthen_ties,None
162,11,162,34,560.0,169,8.673508851945046,6.16,5,9.5,84.9,rest,HighStress
163,18,163,32,690.0,197,0,4.92,8,9.15,85.9,strengthen_ties,None
163,8,163,38,432.0,144,6.2621413768844985,5.32,7,7.83,54.0,rest,HighStress_Moderate
163,19,163,30,400.0,85,0.024141698190092098,3.24,5,9.77,32.4,work_alone,None
163,4,163,22,536.8,141,7.478053319798352,4.1,6,8.89,48.7,seek_help,None
163,9,163,49,430.0,84,0,4.66,4,8.02,44.7,rest,None
163,10,163,23,333.2,82,0,4.5,4,9.62,43.1,rest,LowEnergy
163,14,163,31,249.4,67,1.5,4.34,4,7.66,12.0,strengthen_ties,None
163,7,163,15,425.9,97,3.0,4.02,5,6.37,45.2,seek_help,None
163,2,163,29,424.0,134,3.869262828879048,3.28,5,8.85,54.9,attempt_knowledge_share,None
163,17,163,18,344.8,98,9.5,4.02,6,8.51,47.1,seek_help,HighStress_Moderate
163,11,163,25,563.5,169,8.837263577419073,6.16,5,9.5,84.9,work_alone,HighStress_Moderate
163,6,163,31,472.5,94,0.06200150465567977,5.66,5,8.4,49.4,work_alone,None
163,16,163,28,393.5,111,8.977368010649302,6.1,5,7.89,68.1,rest,HighStress
163,3,163,18,249.0,42,10,3.44,2,6.5,13.6,rest,HighStress
163,13,163,39,445.40000000000003,145,0,4.64,5,8.49,35.7,rest,None
163,12,163,31,431.0,92,0.5,6.04,6,7.58,60.8,attempt_collaboration,None
163,1,163,26,368.0,46,0.9810333694457303,3.34,4,5.5,33.1,attempt_knowledge_share,None
163,0,163,32,347.2,99,0.2784011022295378,5.58,3,6.83,49.9,work_alone,None
163,5,163,12,564.0,164,10,3.42,5,8.13,59.6,seek_help,HighStress
163,15,163,31,491.0,163,1.2090617471093745,3.3,6,9.5,48.8,rest,None
164,14,164,23,249.4,67,1.5,4.34,4,7.66,13.0,attempt_knowledge_share,None
164,8,164,28,432.0,144,6.7621413768844985,5.32,7,7.76,54.0,attempt_knowledge_share,None
164,4,164,24,559.8,144,4.478053319798352,4.24,6,9.06,49.7,rest,HighStress_Moderate
164,2,164,24,424.0,134,5.869262828879048,3.28,5,8.65,54.9,seek_help,None
164,7,164,20,425.9,97,6.0,4.12,5,6.43,46.2,seek_help,LowEnergy
164,9,164,44,430.0,84,0,4.66,4,8.02,44.7,strengthen_ties,None
164,1,164,21,368.0,46,2.98103336944573,3.34,4,5.25,33.1,seek_help,None
164,12,164,19,454.0,95,0.5,6.04,6,7.58,61.7,attempt_collaboration,None
164,18,164,22,690.0,197,2,4.92,8,9.02,85.9,seek_help,None
164,17,164,8,344.8,98,10,4.02,6,8.51,47.1,seek_help,HighStress
164,6,164,26,472.5,112,-0.4379984953443202,5.66,5,8.4,49.4,strengthen_ties,None
164,16,164,39,393.5,111,5.977368010649302,6.24,5,7.89,68.2,rest,HighStress_Moderate
164,19,164,18,403.0,87,0,3.24,5,9.77,32.4,work_alone,None
164,13,164,27,445.40000000000003,146,-0.5,4.64,5,8.49,44.7,attempt_knowledge_share,None
164,5,164,16,564.0,164,10,3.42,5,8.22,59.6,rest,HighStress
164,10,164,35,333.2,82,0,4.5,4,9.62,43.1,rest,None
164,15,164,26,491.0,163,1.2090617471093745,3.3,6,9.6,48.8,strengthen_ties,None
164,0,164,23,347.2,98,0.2784011022295378,5.58,3,6.83,52.9,attempt_knowledge_share,None
164,3,164,28,249.0,42,10,3.44,2,6.5,13.6,rest,HighStress
164,11,164,41,563.5,169,7.837263577419073,6.3,5,9.5,85.0,rest,HighStress_Moderate
165,11,165,33,563.5,169,7.837263577419073,6.3,5,9.7,85.5,attempt_knowledge_share,HighStress_Moderate
165,17,165,1,344.8,98,10,4.02,6,8.51,47.1,seek_help,HighStress
165,4,165,37,559.8,144,2.4780533197983523,4.24,6,9.14,49.7,rest,None
165,9,165,35,435.0,84,0.023944677991055652,4.66,4,8.02,44.7,work_alone,None
165,12,165,28,454.0,95,0.5,6.04,6,7.58,61.7,rest,LowEnergy
165,6,165,21,472.5,112,0.5620015046556798,5.66,5,8.4,49.4,seek_help,None
165,14,165,34,249.4,67,0.5,4.34,4,7.66,13.0,rest,None
165,1,165,32,368.0,46,0,3.34,4,5.25,33.1,rest,None
165,7,165,38,425.9,97,3.0,4.12,5,6.43,46.2,rest,None
165,10,165,26,340.2,82,0.2931876903221622,4.5,4,9.62,43.1,work_alone,None
165,19,165,35,403.0,87,1,3.44,5,9.77,32.5,rest,LowEnergy
165,13,165,42,445.40000000000003,146,0,4.64,5,8.49,44.7,rest,None
165,0,165,39,347.2,99,0,5.58,3,6.83,52.9,rest,None
165,8,165,37,432.0,144,5.7621413768844985,5.32,7,7.76,54.0,rest,None
165,2,165,41,424.0,134,4.869262828879048,3.28,5,8.68,54.9,rest,None
165,5,165,6,564.0,164,10,3.42,5,8.02,59.6,seek_help,HighStress
165,16,165,34,393.5,111,5.977368010649302,6.24,5,8.0,68.2,strengthen_ties,None
165,3,165,31,249.0,42,9,3.52,2,6.5,13.7,rest,HighStress
165,18,165,17,690.0,197,4,4.92,8,8.9,85.9,seek_help,None
165,15,165,21,491.0,163,3.2090617471093745,3.3,6,9.44,48.8,seek_help,None
166,18,166,31,690.0,197,4,5.12,8,8.9,86.0,rest,LowEnergy
166,10,166,39,340.2,82,0,4.5,4,9.62,43.1,rest,None
166,13,166,37,445.40000000000003,146,0,4.64,5,8.67,44.7,strengthen_ties,None
166,5,166,14,564.0,164,10,3.42,5,8.02,59.6,rest,HighStress
166,12,166,39,454.0,95,0,6.04,6,7.58,61.7,rest,None
166,16,166,27,393.5,111,6.477368010649302,6.24,5,7.9,68.2,attempt_knowledge_share,None
166,19,166,47,403.0,87,0,3.44,5,9.77,32.5,rest,None
166,7,166,24,425.9,97,4.0,4.12,5,6.23,46.2,attempt_collaboration,None
166,15,166,33,491.0,163,0.20906174710937453,3.3,6,9.44,48.8,rest,None
166,6,166,16,472.5,112,1.5620015046556799,5.66,5,8.4,49.4,seek_help,None
166,3,166,36,249.0,42,8,3.6,2,6.0,13.8,rest,HighStress
166,17,166,13,344.8,100,9.5,4.02,6,8.71,47.1,rest,HighStress
166,2,166,29,428.0,134,5.076459696941494,3.28,5,8.68,54.9,work_alone,None
166,11,166,35,583.5,171,6.837263577419073,6.44,5,9.7,86.2,rest,HighStress_Moderate
166,14,166,24,249.4,67,0.5,4.34,4,7.66,14.0,attempt_knowledge_share,None
166,8,166,50,432.0,144,2.7621413768844985,5.32,7,7.76,54.0,rest,None
166,0,166,29,347.2,99,0.5,5.58,3,6.67,52.9,attempt_knowledge_share,None
166,4,166,50,559.8,144,0.4780533197983523,4.24,6,9.22,49.7,rest,None
166,1,166,21,388.0,48,0,3.34,4,5.5,33.7,attempt_collaboration,None
166,9,166,23,435.0,84,0.5239446779910557,4.66,4,7.89,44.7,attempt_collaboration,None
167,2,167,24,428.0,134,7.076459696941494,3.28,5,8.48,54.9,seek_help,None
167,5,167,17,564.0,164,10,3.42,5,8.02,59.6,rest,HighStress
167,0,167,41,347.2,99,0,5.58,3,6.67,52.9,rest,None
167,18,167,22,690.0,197,4.5,5.12,8,8.84,86.0,attempt_knowledge_share,None
167,11,167,50,583.5,171,3.8372635774190726,6.44,5,9.7,86.2,rest,None
167,10,167,28,343.2,82,0.4071681394445918,4.5,4,9.62,43.1,work_alone,None
167,19,167,42,403.0,87,0,3.44,5,9.77,32.5,strengthen_ties,None
167,12,167,34,454.0,95,0,6.04,6,7.58,61.7,strengthen_ties,None
167,1,167,18,413.0,52,0,3.34,4,5.75,34.9,rest,None
167,13,167,32,445.40000000000003,146,0,4.64,5,8.67,44.7,strengthen_ties,None
167,6,167,18,472.5,112,4.562001504655679,5.76,5,8.4,50.4,seek_help,LowEnergy
167,15,167,17,516.0,167,0.20906174710937453,3.3,6,9.63,50.0,attempt_collaboration,None
167,9,167,31,435.0,84,0,4.66,4,7.89,44.7,rest,None
167,17,167,25,344.8,106,9.5,4.02,6,8.88,47.1,rest,HighStress
167,8,167,45,432.0,144,2.7621413768844985,5.32,7,7.95,54.0,strengthen_ties,None
167,14,167,34,249.4,67,0,4.34,4,7.66,14.0,rest,None
167,7,167,36,425.9,97,2.0,4.12,5,6.23,46.2,rest,None
167,3,167,29,249.0,42,8.5,3.6,2,5.75,13.8,attempt_knowledge_share,HighStress_Moderate
167,4,167,40,559.8,143,0.4780533197983523,4.24,6,9.39,52.7,attempt_knowledge_share,None
167,16,167,38,393.5,111,5.477368010649302,6.24,5,7.9,68.2,rest,None
168,6,168,30,472.5,112,4.562001504655679,5.76,5,8.4,50.4,rest,LowEnergy
168,5,168,22,564.0,164,10,3.42,5,8.02,59.6,rest,HighStress
168,0,168,34,352.2,99,0.2099199731551316,5.58,3,6.67,52.9,work_alone,None
168,17,168,26,364.8,108,8.5,4.1,6,8.88,47.8,rest,HighStress
168,12,168,50,454.0,95,0,6.04,6,7.61,61.7,rest,None
168,9,168,21,439.0,84,0.3077468549986522,4.66,4,7.89,44.7,work_alone,None
168,18,168,32,690.0,197,3.5,5.12,8,8.84,86.0,rest,None
168,1,168,36,413.0,52,1,3.54,4,5.75,35.0,rest,LowEnergy
168,2,168,19,428.0,134,9.076459696941495,3.28,5,8.28,54.9,seek_help,HighStress_Moderate
168,15,168,25,516.0,167,0,3.3,6,9.63,50.0,rest,LowEnergy
168,13,168,27,445.40000000000003,146,0,4.64,5,8.67,44.7,strengthen_ties,None
168,16,168,25,418.5,115,5.477368010649302,6.24,5,8.0,69.4,attempt_collaboration,None
168,8,168,27,457.0,148,2.7621413768844985,5.32,7,8.24,55.2,strengthen_ties,None
168,10,168,40,343.2,82,0,4.5,4,9.73,43.1,rest,None
168,4,168,29,559.8,143,0.9780533197983523,4.24,6,9.31,52.7,attempt_collaboration,None
168,14,168,18,269.4,69,0,4.34,4,7.66,14.6,attempt_collaboration,None
168,3,168,42,249.0,42,5.5,3.74,2,5.75,13.9,rest,HighStress_Moderate
168,19,168,32,403.0,87,0.5,3.44,5,9.67,32.5,attempt_collaboration,None
168,7,168,47,425.9,97,1.0,4.12,5,6.23,46.2,rest,None
168,11,168,45,583.5,171,3.8372635774190726,6.44,5,9.7,86.2,strengthen_ties,None
169,8,169,40,457.0,148,0,5.32,7,8.24,55.2,rest,None
169,17,169,21,364.8,108,10,4.1,6,8.71,47.8,seek_help,HighStress_Moderate
169,15,169,20,516.0,167,2,3.3,6,9.46,50.0,seek_help,None
169,19,169,22,403.0,84,0.5,3.44,5,9.67,38.5,attempt_knowledge_share,None
169,1,169,22,413.0,52,1.5,3.54,4,5.63,35.0,attempt_collaboration,None
169,14,169,13,269.4,69,4,4.34,4,7.41,14.6,seek_help,LowEnergy
169,12,169,43,454.0,92,0,6.04,6,7.61,68.2,attempt_knowledge_share,None
169,4,169,47,559.8,143,0,4.24,6,9.31,52.7,rest,None
169,18,169,27,690.0,197,3.5,5.12,8,8.84,86.0,strengthen_ties,None
169,11,169,38,583.5,171,3.8372635774190726,6.44,5,10.0,87.7,attempt_knowledge_share,None
169,7,169,22,439.9,102,1.5,4.12,5,6.53,47.7,attempt_collaboration,None
169,0,169,23,357.2,99,0.5701204136758793,5.58,3,6.67,52.9,work_alone,None
169,6,169,19,475.5,112,4.922382647016195,5.76,5,8.4,50.4,work_alone,None
169,13,169,22,445.40000000000003,146,2,4.64,5,8.47,44.7,seek_help,None
169,5,169,12,564.0,164,10,3.42,5,8.22,59.6,seek_help,HighStress
169,2,169,9,428.0,147,10,3.28,5,8.52,54.9,seek_help,HighStress
169,9,169,33,439.0,84,0,4.66,4,7.89,44.7,rest,None
169,3,169,27,263.0,47,5.5,3.74,2,6.75,15.4,attempt_collaboration,None
169,16,169,20,418.5,118,6.977368010649302,6.24,5,8.0,69.4,seek_help,None
169,10,169,51,343.2,94,0,4.5,4,9.85,43.1,rest,None
170,3,170,42,263.0,47,4.5,3.74,2,6.75,15.4,rest,None
170,18,170,22,690.0,197,5.5,5.12,8,8.71,86.0,seek_help,None
170,0,170,33,357.2,99,0,5.58,3,6.67,52.9,rest,None
170,8,170,51,457.0,155,-0.5,5.32,7,8.24,55.2,rest,None
170,5,170,15,564.0,169,9.5,3.42,5,8.42,59.6,rest,HighStress
170,4,170,40,559.8,142,0,4.24,6,9.47,55.2,attempt_knowledge_share,None
170,16,170,24,435.5,123,3.977368010649302,6.24,5,8.0,70.9,rest,None
170,12,170,60,454.0,92,0,6.04,6,7.61,68.2,rest,None
170,2,170,1,428.0,147,10,3.28,5,8.52,54.9,seek_help,HighStress
170,17,170,11,364.8,108,10,4.1,6,8.55,47.8,seek_help,HighStress
170,9,170,22,445.0,84,0.4143056955938416,4.66,5,6.71,44.7,work_alone,None
170,13,170,30,445.40000000000003,146,0,4.64,5,8.47,44.7,rest,None
170,7,170,37,439.9,102,0,4.12,5,6.53,47.7,rest,None
170,15,170,15,516.0,167,4,3.3,6,9.3,50.0,seek_help,None
170,6,170,29,475.5,112,5.922382647016195,5.76,5,8.4,50.4,rest,LowEnergy
170,19,170,31,403.0,84,0,3.44,5,9.67,38.5,rest,None
170,11,170,22,600.5,176,3.8372635774190726,6.44,5,10.0,89.2,attempt_collaboration,None
170,10,170,43,343.2,92,0,4.5,4,10.0,46.6,attempt_knowledge_share,None
170,14,170,23,269.4,69,4,4.34,5,6.53,14.6,rest,LowEnergy
170,1,170,33,413.0,52,0,3.54,3,7.33,35.0,rest,None
171,18,171,17,690.0,197,7.5,5.12,8,8.59,86.0,seek_help,None
171,10,171,26,343.2,92,0.5,4.5,4,9.88,46.6,attempt_collaboration,None
171,11,171,17,600.5,176,5.837263577419073,6.44,5,9.8,89.2,seek_help,None
171,13,171,15,457.40000000000003,149,0,4.64,5,8.47,45.6,attempt_collaboration,None
171,0,171,13,369.2,102,4,5.58,3,6.33,53.8,seek_help,LowEnergy
171,19,171,26,403.0,84,0,3.44,5,9.7,38.5,strengthen_ties,None
171,16,171,19,435.5,123,5.977368010649302,6.24,5,7.8,70.9,seek_help,None
171,17,171,21,364.8,108,9,4.1,6,8.55,47.8,rest,HighStress
171,7,171,23,439.9,102,0.5,4.12,5,6.43,47.7,attempt_collaboration,None
171,4,171,28,564.8,142,0.070101559491765,4.24,6,9.47,55.2,work_alone,None
171,5,171,25,564.0,169,9.5,3.42,5,8.42,59.6,rest,HighStress
171,3,171,56,263.0,47,1.5,3.74,2,6.75,15.4,rest,None
171,15,171,10,516.0,167,8,3.3,6,9.18,50.0,seek_help,LowEnergy
171,1,171,50,413.0,52,0,3.54,3,7.33,35.0,rest,None
171,8,171,67,457.0,155,0,5.32,7,8.24,55.2,rest,None
171,14,171,18,269.4,69,6,4.34,5,6.33,14.6,seek_help,None
171,12,171,48,458.0,92,0.3681788963267462,6.04,6,7.61,68.2,work_alone,None
171,9,171,40,445.0,84,0,4.66,5,6.71,44.7,rest,None
171,6,171,44,475.5,112,4.922382647016195,5.76,5,8.4,50.4,rest,None
171,2,171,1,428.0,147,10,3.28,5,8.52,54.9,seek_help,HighStress
172,15,172,23,516.0,167,9,3.3,6,9.18,50.0,rest,HighStress
172,7,172,36,439.9,105,-0.5,4.12,5,6.63,47.7,rest,None
172,17,172,36,364.8,108,8,4.24,6,8.55,47.9,rest,HighStress_Moderate
172,6,172,54,475.5,112,1.922382647016195,5.76,5,8.4,50.4,rest,None
172,5,172,29,564.0,169,7.5,3.42,5,8.42,59.6,rest,HighStress
172,12,172,37,462.0,92,0.6155239613829986,6.04,6,7.61,68.2,work_alone,None
172,4,172,36,564.8,142,0,4.24,6,9.47,55.2,rest,None
172,9,172,31,448.0,84,0.34230823791592013,4.66,5,6.71,44.7,work_alone,None
172,3,172,46,263.0,47,1.5,3.74,2,7.25,16.9,attempt_knowledge_share,None
172,13,172,10,457.40000000000003,149,4,4.64,5,8.27,45.6,seek_help,LowEnergy
172,2,172,7,428.0,147,10,3.28,5,8.52,54.9,rest,HighStress
172,19,172,21,403.0,84,2,3.44,5,9.5,38.5,seek_help,None
172,16,172,14,435.5,123,8.977368010649302,6.24,5,7.8,70.9,seek_help,HighStress_Moderate
172,0,172,8,369.2,102,8,5.58,3,6.0,53.8,seek_help,LowEnergy
172,14,172,36,269.4,69,5,4.48,5,6.33,14.7,rest,HighStress_Moderate
172,10,172,37,343.2,92,0,4.5,4,9.88,46.6,rest,None
172,11,172,32,600.5,176,6.837263577419073,6.58,5,9.8,89.3,rest,HighStress_Moderate
172,1,172,45,413.0,52,0,3.54,3,7.33,35.0,strengthen_ties,None
172,8,172,60,461.0,155,0.45368074629625105,5.32,7,8.24,55.2,work_alone,None
172,18,172,30,690.0,197,6.5,5.12,8,8.59,86.0,rest,HighStress
173,5,173,41,564.0,169,6.5,3.56,5,8.42,59.7,rest,HighStress_Moderate
173,13,173,25,457.40000000000003,149,3,4.64,5,8.27,45.6,rest,LowEnergy
173,7,173,20,464.9,114,-0.5,4.12,5,7.32,48.9,attempt_collaboration,None
173,16,173,23,435.5,123,8.977368010649302,6.24,5,7.8,70.9,rest,HighStress
173,3,173,23,288.0,50,1.5,3.74,2,8.75,20.6,attempt_knowledge_share,None
173,10,173,50,343.2,92,0,4.5,4,9.88,46.6,rest,None
173,6,173,37,500.5,118,1.922382647016195,5.76,5,8.4,52.2,attempt_collaboration,None
173,8,173,69,461.0,155,0,5.32,7,8.24,55.2,rest,None
173,4,173,38,589.8,148,0,4.24,6,9.47,57.0,rest,None
173,18,173,25,690.0,197,6.5,5.12,8,8.59,86.0,strengthen_ties,None
173,9,173,26,448.0,85,-0.15769176208407987,4.66,5,7.19,44.7,strengthen_ties,None
173,1,173,33,413.0,52,0.5,3.54,3,7.17,35.0,attempt_knowledge_share,None
173,14,173,26,269.4,69,5,4.48,5,6.56,15.2,attempt_knowledge_share,None
173,12,173,27,462.0,92,1.1155239613829986,6.04,6,7.52,68.2,attempt_collaboration,None
173,19,173,16,403.0,84,4,3.44,5,9.3,38.5,seek_help,None
173,0,173,1,369.2,102,10,5.58,3,6.33,53.8,seek_help,HighStress
173,11,173,22,605.5,176,7.119651107095076,6.58,5,9.9,89.3,work_alone,None
173,17,173,27,369.0,108,8.029282873525002,4.24,6,8.55,47.9,work_alone,HighStress_Moderate
173,15,173,18,516.0,167,10,3.3,6,9.01,50.0,seek_help,HighStress_Moderate
173,2,173,15,428.0,147,10,3.28,5,8.52,54.9,rest,HighStress
174,14,174,44,269.4,69,2,4.48,5,6.56,15.2,rest,None
174,13,174,20,457.40000000000003,149,4,4.64,5,8.39,45.6,seek_help,None
174,18,174,35,690.0,197,4.5,5.12,8,8.59,86.0,rest,None
174,5,174,26,564.0,169,7.0,3.56,5,8.42,59.7,attempt_collaboration,None
174,9,174,35,448.0,85,0,4.66,5,7.19,44.7,rest,None
174,8,174,61,467.0,155,0.3165372577489862,5.32,7,8.24,55.2,work_alone,None
